indoor_temp,indoor_humidity,outdoor_temp,outdoor_humidity,indoor_heat_index,outdoor_heat_index,dew_point,temp_discrepancy,humidity_discrepancy,heat_stress_risk,comfort_status,projected_temp_4h
21.23,68.39,26.27,72.88,21.19,27.83,15.17,5.04,4.49,0,Optimal Thermal Comfort,24.88
25.16,79.17,29.7,89.88,25.8,39.56,21.29,4.54,10.71,1,High Heat Stress Risk,27.96
31.81,60.28,33.99,57.55,36.72,41.15,23.14,2.18,-2.73,1,High Heat Stress Risk,37.95
24.31,73.91,26.87,92.02,24.73,30.56,19.35,2.56,18.11,0,Optimal Thermal Comfort,27.33
28.69,82.15,35.62,85.66,34.32,63.61,25.33,6.93,3.51,1,High Heat Stress Risk,33.28
29.94,78.44,37.45,92.35,37.05,80.17,25.77,7.51,13.91,1,High Heat Stress Risk,35.31
23.48,82.5,27.13,81.47,24.04,30.18,20.32,3.65,-1.03,1,High Heat Stress Risk,28.61
26.77,71.28,31.08,84.79,28.57,42.93,21.12,4.31,13.51,0,Optimal Thermal Comfort,32.01
16.0,62.94,18.0,76.48,15.3,17.85,8.94,2.0,13.54,0,Optimal Thermal Comfort,18.58
23.11,41.98,30.0,53.36,22.57,31.6,9.48,6.89,11.38,0,Optimal Thermal Comfort,27.84
26.04,58.92,31.77,59.97,26.24,36.53,17.37,5.73,1.05,0,Optimal Thermal Comfort,30.36
22.26,51.46,30.92,61.83,21.89,35.13,11.76,8.66,10.37,0,Optimal Thermal Comfort,27.0
33.2,89.14,35.38,88.76,53.99,64.76,31.16,2.18,-0.38,1,High Heat Stress Risk,38.56
21.57,59.8,24.9,66.41,21.34,25.18,13.42,3.33,6.61,0,Optimal Thermal Comfort,26.03
25.33,63.54,30.06,79.76,25.58,37.78,17.9,4.73,16.22,0,Optimal Thermal Comfort,30.56
27.5,68.89,33.18,83.37,29.61,50.64,21.27,5.68,14.48,0,Optimal Thermal Comfort,32.85
32.48,62.55,36.18,71.16,39.08,55.64,24.39,3.7,8.61,1,High Heat Stress Risk,37.64
21.54,83.19,23.74,84.38,21.92,24.37,18.56,2.2,1.19,1,High Heat Stress Risk,25.66
31.42,54.22,37.65,67.56,34.28,59.1,21.04,6.23,13.34,1,High Heat Stress Risk,37.0
27.04,64.43,32.9,73.08,28.47,44.49,19.74,5.86,8.65,0,Optimal Thermal Comfort,31.16
23.27,52.72,25.36,43.82,23.03,25.1,13.06,2.09,-8.9,0,Optimal Thermal Comfort,26.77
28.76,45.5,36.07,59.87,28.87,48.29,15.8,7.31,14.37,0,Optimal Thermal Comfort,34.23
27.76,54.35,34.65,62.67,28.56,45.28,17.69,6.89,8.32,0,Optimal Thermal Comfort,33.64
24.72,61.54,29.23,79.06,24.85,35.17,16.82,4.51,17.52,0,Optimal Thermal Comfort,28.97
27.27,56.63,31.65,56.92,28.16,35.43,17.89,4.38,0.29,0,Optimal Thermal Comfort,31.11
25.54,53.34,31.01,38.02,25.54,30.65,15.34,5.47,-15.32,0,Optimal Thermal Comfort,30.23
27.43,44.42,29.65,55.01,27.46,31.31,14.23,2.22,10.59,0,Optimal Thermal Comfort,31.96
29.52,60.96,33.79,71.65,32.11,46.88,21.18,4.27,10.69,1,High Heat Stress Risk,34.73
33.03,43.19,32.28,39.01,34.56,32.5,18.83,-0.75,-4.18,1,High Heat Stress Risk,38.56
22.3,71.5,28.51,72.66,22.45,32.12,16.89,6.21,1.16,0,Optimal Thermal Comfort,27.34
35.11,63.03,35.71,92.19,46.91,69.4,26.99,0.6,29.16,1,High Heat Stress Risk,40.02
19.58,43.78,27.24,49.99,18.74,27.65,6.92,7.66,6.21,0,Optimal Thermal Comfort,23.2
26.42,58.13,29.86,72.12,26.64,35.2,17.51,3.44,13.99,0,Optimal Thermal Comfort,30.12
29.24,52.6,32.95,56.22,30.33,38.1,18.54,3.71,3.62,1,High Heat Stress Risk,34.71
28.07,65.99,30.82,58.81,30.27,34.19,21.11,2.75,-7.18,1,High Heat Stress Risk,33.78
24.63,78.76,28.17,85.98,25.21,33.55,20.69,3.54,7.22,1,High Heat Stress Risk,28.62
26.21,38.56,33.67,45.07,25.89,36.2,10.98,7.46,6.51,0,Optimal Thermal Comfort,31.08
25.13,63.44,23.6,68.94,25.36,23.82,17.69,-1.53,5.5,0,Optimal Thermal Comfort,29.77
24.76,60.0,31.9,67.64,24.86,39.29,16.46,7.14,7.64,0,Optimal Thermal Comfort,29.92
30.23,70.39,35.21,80.87,35.7,58.09,24.23,4.98,10.48,1,High Heat Stress Risk,35.84
28.36,64.66,29.78,72.04,30.61,34.98,21.05,1.42,7.38,1,High Heat Stress Risk,31.93
24.37,52.6,26.09,51.62,24.24,26.1,14.04,1.72,-0.98,0,Optimal Thermal Comfort,28.79
30.42,58.01,38.47,70.16,33.22,64.77,21.21,8.05,12.15,1,High Heat Stress Risk,35.49
28.17,52.05,30.19,45.93,28.84,30.7,17.38,2.02,-6.12,0,Optimal Thermal Comfort,31.85
30.09,75.45,31.64,68.57,36.67,38.89,25.26,1.55,-6.88,1,High Heat Stress Risk,34.58
29.39,62.27,36.21,76.31,32.11,59.4,21.4,6.82,14.04,1,High Heat Stress Risk,34.38
23.85,85.76,28.83,98.07,24.53,38.5,21.31,4.98,12.31,1,High Heat Stress Risk,28.01
24.87,61.24,26.91,69.31,25.01,28.65,16.88,2.04,8.07,0,Optimal Thermal Comfort,27.83
29.84,53.14,34.54,51.18,31.31,40.04,19.25,4.7,-1.96,1,High Heat Stress Risk,35.74
29.32,43.08,31.16,46.27,29.25,32.16,15.45,1.84,3.19,1,High Heat Stress Risk,34.84
26.92,39.46,33.65,45.99,26.78,36.42,11.96,6.73,6.53,0,Optimal Thermal Comfort,30.51
27.45,42.2,34.09,38.73,27.34,35.26,13.45,6.64,-3.47,0,Optimal Thermal Comfort,33.3
31.86,65.34,37.28,68.3,38.41,58.13,24.53,5.42,2.96,1,High Heat Stress Risk,36.84
24.75,68.36,29.78,81.75,25.07,37.48,18.52,5.03,13.39,0,Optimal Thermal Comfort,29.86
29.08,42.24,37.33,61.44,28.9,53.52,14.93,8.25,19.2,1,High Heat Stress Risk,34.63
26.23,73.19,30.43,78.54,27.78,38.56,21.04,4.2,5.35,0,Optimal Thermal Comfort,30.82
26.17,55.96,27.65,70.14,26.3,30.02,16.68,1.48,14.18,0,Optimal Thermal Comfort,30.18
31.18,63.83,36.41,57.98,36.26,48.32,23.5,5.23,-5.85,1,High Heat Stress Risk,37.55
30.14,82.15,39.13,95.6,38.74,95.35,26.75,8.99,13.45,1,High Heat Stress Risk,35.08
30.09,73.21,31.96,75.68,36.07,42.45,24.75,1.87,2.47,1,High Heat Stress Risk,35.34
31.96,58.64,35.33,69.45,36.58,51.24,22.83,3.37,10.81,1,High Heat Stress Risk,38.09
27.08,50.86,32.24,57.5,27.55,36.87,16.02,5.16,6.64,0,Optimal Thermal Comfort,32.45
29.59,35.1,33.67,53.51,28.76,38.85,12.53,4.08,18.41,1,High Heat Stress Risk,36.38
25.82,53.01,27.76,54.95,25.84,28.61,15.5,1.94,1.94,0,Optimal Thermal Comfort,29.59
28.23,59.36,35.01,72.57,29.72,51.89,19.54,6.78,13.21,0,Optimal Thermal Comfort,34.2
26.51,49.66,36.04,56.06,26.51,46.16,15.12,9.53,6.4,0,Optimal Thermal Comfort,31.84
27.37,60.36,32.02,67.67,28.59,39.63,19.0,4.65,7.31,0,Optimal Thermal Comfort,33.1
29.26,62.96,31.38,70.08,31.98,38.66,21.46,2.12,7.12,1,High Heat Stress Risk,33.96
23.89,59.19,24.53,61.35,23.88,24.64,15.43,0.64,2.16,0,Optimal Thermal Comfort,27.28
34.95,53.87,39.74,62.27,42.13,63.53,24.19,4.79,8.4,1,High Heat Stress Risk,41.89
23.18,64.11,29.92,72.14,23.23,35.36,16.01,6.74,8.03,0,Optimal Thermal Comfort,27.3
22.39,67.52,27.68,77.83,22.45,31.03,16.08,5.29,10.31,0,Optimal Thermal Comfort,25.48
31.4,48.37,35.6,57.5,32.95,45.6,19.17,4.2,9.13,1,High Heat Stress Risk,36.35
30.01,79.64,32.85,94.12,37.6,55.21,26.09,2.84,14.48,1,High Heat Stress Risk,35.4
29.37,60.77,31.06,76.19,31.81,39.75,20.99,1.69,15.42,1,High Heat Stress Risk,35.07
29.39,62.24,35.51,62.86,32.1,48.12,21.4,6.12,0.62,1,High Heat Stress Risk,34.8
26.95,70.85,33.26,85.87,28.84,52.38,21.2,6.31,15.02,0,Optimal Thermal Comfort,32.93
23.59,64.92,24.24,64.52,23.7,24.4,16.6,0.65,-0.4,0,Optimal Thermal Comfort,26.21
27.29,73.91,35.14,86.82,29.74,62.02,22.22,7.85,12.91,0,Optimal Thermal Comfort,32.23
24.43,65.59,29.95,78.74,24.64,37.16,17.56,5.52,13.15,0,Optimal Thermal Comfort,28.71
30.71,54.34,38.12,48.51,32.99,48.09,20.42,7.41,-5.83,1,High Heat Stress Risk,36.34
26.44,66.52,27.55,75.72,27.76,30.48,19.69,1.11,9.2,0,Optimal Thermal Comfort,30.64
23.86,47.7,24.92,52.69,23.55,24.84,12.08,1.06,4.99,0,Optimal Thermal Comfort,28.12
25.78,63.36,29.64,66.17,26.07,33.36,18.28,3.86,2.81,0,Optimal Thermal Comfort,29.89
28.57,61.58,33.93,80.22,30.54,52.04,20.45,5.36,18.64,1,High Heat Stress Risk,33.76
24.86,59.4,33.19,63.0,24.95,41.15,16.39,8.33,3.6,0,Optimal Thermal Comfort,29.8
23.88,60.39,29.7,62.85,23.9,32.81,15.74,5.82,2.46,0,Optimal Thermal Comfort,27.64
27.93,38.48,31.57,47.54,27.51,33.07,12.47,3.64,9.06,0,Optimal Thermal Comfort,32.58
27.93,55.14,29.77,68.78,28.85,34.21,18.08,1.84,13.64,0,Optimal Thermal Comfort,32.29
25.07,63.16,32.1,70.6,25.28,40.93,17.56,7.03,7.44,0,Optimal Thermal Comfort,29.76
25.21,64.0,27.19,81.25,25.46,30.3,17.9,1.98,17.25,0,Optimal Thermal Comfort,29.31
27.88,49.15,35.83,61.64,28.24,48.5,16.21,7.95,12.49,0,Optimal Thermal Comfort,33.31
21.5,77.82,25.04,69.98,21.74,25.43,17.46,3.54,-7.84,1,High Heat Stress Risk,24.93
21.65,51.17,29.51,55.7,21.21,31.2,11.12,7.86,4.53,0,Optimal Thermal Comfort,27.03
24.27,74.12,30.03,78.4,24.69,37.31,19.36,5.76,4.28,0,Optimal Thermal Comfort,27.9
26.19,67.34,30.07,79.44,26.62,37.72,19.65,3.88,12.1,0,Optimal Thermal Comfort,30.16
28.18,53.92,31.19,42.74,29.04,31.59,17.95,3.01,-11.18,0,Optimal Thermal Comfort,34.94
32.61,84.19,36.02,99.0,48.68,77.43,29.58,3.41,14.81,1,High Heat Stress Risk,37.23
30.26,47.08,35.44,59.56,30.97,46.16,17.7,5.18,12.48,1,High Heat Stress Risk,34.56
26.39,73.49,30.77,83.11,28.07,41.19,21.26,4.38,9.62,0,Optimal Thermal Comfort,31.56
26.93,74.51,29.76,91.87,29.11,40.4,22.0,2.83,17.36,0,Optimal Thermal Comfort,29.84
23.19,53.62,27.01,79.69,22.96,29.73,13.25,3.82,26.07,0,Optimal Thermal Comfort,27.07
26.93,79.41,31.31,94.44,29.53,47.94,23.05,4.38,15.03,1,High Heat Stress Risk,33.24
25.9,58.87,25.21,74.49,26.08,25.73,17.23,-0.69,15.62,0,Optimal Thermal Comfort,28.52
28.23,65.61,33.48,75.09,30.51,47.49,21.16,5.25,9.48,1,High Heat Stress Risk,31.77
23.86,65.25,25.8,72.69,24.01,26.33,16.93,1.94,7.44,0,Optimal Thermal Comfort,26.61
28.97,60.32,30.52,65.25,31.03,35.1,20.49,1.55,4.93,1,High Heat Stress Risk,34.22
32.82,72.14,33.14,74.44,43.81,45.95,27.12,0.32,2.3,1,High Heat Stress Risk,38.63
26.59,71.92,26.66,75.27,28.31,28.66,21.1,0.07,3.35,0,Optimal Thermal Comfort,30.2
28.53,40.14,29.61,38.51,28.16,29.1,13.65,1.08,-1.63,0,Optimal Thermal Comfort,33.48
29.62,78.3,32.19,86.24,36.09,47.94,25.43,2.57,7.94,1,High Heat Stress Risk,35.49
25.48,41.22,34.17,37.08,25.16,34.99,11.33,8.69,-4.14,0,Optimal Thermal Comfort,31.95
27.85,74.91,30.84,84.84,31.02,42.06,22.98,2.99,9.93,1,High Heat Stress Risk,32.29
27.05,76.08,31.66,84.31,29.48,44.94,22.46,4.61,8.23,1,High Heat Stress Risk,30.07
27.37,48.36,32.49,57.96,27.66,37.59,15.49,5.12,9.6,0,Optimal Thermal Comfort,31.63
24.06,56.86,28.56,61.45,24.01,30.51,14.96,4.5,4.59,0,Optimal Thermal Comfort,28.02
27.09,48.18,31.12,79.76,27.39,41.19,15.18,4.03,31.58,0,Optimal Thermal Comfort,31.56
28.89,59.31,30.34,78.01,30.75,38.12,20.14,1.45,18.7,1,High Heat Stress Risk,33.3
32.51,58.15,40.05,57.32,37.69,60.59,23.2,7.54,-0.83,1,High Heat Stress Risk,39.36
30.65,71.75,39.0,81.99,37.17,78.83,24.95,8.35,10.24,1,High Heat Stress Risk,37.46
35.18,78.38,35.51,82.32,56.27,60.54,30.83,0.33,3.94,1,High Heat Stress Risk,40.38
24.08,79.45,25.93,80.34,24.62,27.54,20.3,1.85,0.89,1,High Heat Stress Risk,28.79
30.31,54.97,33.87,53.42,32.41,39.29,20.23,3.56,-1.55,1,High Heat Stress Risk,35.66
27.7,59.38,29.68,71.13,28.96,34.53,19.05,1.98,11.75,0,Optimal Thermal Comfort,32.2
35.32,40.96,40.68,44.35,38.12,52.9,20.02,5.36,3.39,1,High Heat Stress Risk,42.1
23.93,51.93,26.45,67.69,23.73,27.84,13.44,2.52,15.76,0,Optimal Thermal Comfort,27.95
23.81,74.06,32.99,90.01,24.18,53.5,18.9,9.18,15.95,0,Optimal Thermal Comfort,30.3
24.72,82.19,31.66,99.0,25.39,51.85,21.47,6.94,16.81,1,High Heat Stress Risk,28.39
18.93,46.57,23.62,48.68,18.09,23.31,7.23,4.69,2.11,0,Optimal Thermal Comfort,22.09
25.0,54.59,31.56,66.66,24.98,38.05,15.2,6.56,12.07,0,Optimal Thermal Comfort,29.64
24.12,61.67,30.86,74.91,24.2,38.73,16.29,6.74,13.24,0,Optimal Thermal Comfort,29.08
27.57,65.5,30.47,70.45,29.38,36.33,20.51,2.9,4.95,0,Optimal Thermal Comfort,33.09
28.3,51.88,30.62,54.59,28.98,32.88,17.45,2.32,2.71,0,Optimal Thermal Comfort,32.87
34.13,67.3,38.51,87.87,45.88,82.16,27.18,4.38,20.57,1,High Heat Stress Risk,38.84
30.61,56.08,36.79,66.28,33.17,54.75,20.84,6.18,10.2,1,High Heat Stress Risk,36.76
24.81,61.82,29.33,75.09,24.96,34.54,16.98,4.52,13.27,0,Optimal Thermal Comfort,29.78
23.59,68.83,24.16,71.16,23.8,24.49,17.52,0.57,2.33,0,Optimal Thermal Comfort,25.76
28.87,62.08,31.22,61.44,31.13,35.7,20.87,2.35,-0.64,1,High Heat Stress Risk,33.55
21.98,56.55,26.01,60.77,21.71,26.25,12.94,4.03,4.22,0,Optimal Thermal Comfort,24.69
33.96,60.63,37.99,68.2,42.33,61.03,25.25,4.03,7.57,1,High Heat Stress Risk,39.16
31.48,60.9,40.22,61.41,36.14,64.79,23.0,8.74,0.51,1,High Heat Stress Risk,36.84
25.22,57.37,26.23,65.8,25.3,26.63,16.18,1.01,8.43,0,Optimal Thermal Comfort,29.76
20.49,58.77,25.85,54.6,20.13,25.92,12.14,5.36,-4.17,0,Optimal Thermal Comfort,24.46
32.14,81.98,39.77,82.08,45.76,83.49,28.66,7.63,0.1,1,High Heat Stress Risk,37.14
26.56,69.01,35.99,82.54,28.08,63.07,20.4,9.43,13.53,0,Optimal Thermal Comfort,32.62
31.7,58.31,34.97,71.33,35.91,51.0,22.49,3.27,13.02,1,High Heat Stress Risk,35.87
20.94,70.71,26.27,76.27,20.94,28.0,15.41,5.33,5.56,0,Optimal Thermal Comfort,25.13
24.72,57.83,30.23,58.69,24.76,33.0,15.84,5.51,0.86,0,Optimal Thermal Comfort,28.64
27.02,76.66,31.67,77.46,29.47,42.18,22.56,4.65,0.8,1,High Heat Stress Risk,31.5
27.18,66.62,31.15,72.32,28.86,38.74,20.42,3.97,5.7,0,Optimal Thermal Comfort,32.23
25.29,60.66,30.49,73.99,25.46,37.38,17.13,5.2,13.33,0,Optimal Thermal Comfort,30.25
29.37,67.6,27.74,83.06,33.07,31.89,22.74,-1.63,15.46,1,High Heat Stress Risk,34.53
22.94,42.36,28.71,47.14,22.4,28.98,9.46,5.77,4.78,0,Optimal Thermal Comfort,27.18
26.46,47.92,30.95,47.76,26.41,32.11,14.52,4.49,-0.16,0,Optimal Thermal Comfort,31.33
27.46,47.08,31.15,57.58,27.66,34.56,15.16,3.69,10.5,0,Optimal Thermal Comfort,31.8
28.95,63.79,37.86,66.11,31.54,58.87,21.38,8.91,2.32,1,High Heat Stress Risk,34.77
29.7,83.66,32.35,88.27,37.75,49.63,26.63,2.65,4.61,1,High Heat Stress Risk,34.88
22.73,89.89,26.0,99.0,23.41,28.38,20.98,3.27,9.11,1,High Heat Stress Risk,26.56
21.17,69.98,29.95,84.68,21.17,38.87,15.47,8.78,14.7,0,Optimal Thermal Comfort,24.31
31.86,68.26,34.14,77.95,39.39,51.59,25.27,2.28,9.69,1,High Heat Stress Risk,37.23
28.26,39.49,31.2,38.45,27.86,30.95,13.16,2.94,-1.04,0,Optimal Thermal Comfort,33.21
24.16,55.22,28.02,65.3,24.07,30.1,14.6,3.86,10.08,0,Optimal Thermal Comfort,27.85
32.89,52.15,39.03,68.62,36.69,65.98,21.76,6.14,16.47,1,High Heat Stress Risk,37.78
27.44,54.24,32.12,59.92,28.17,37.33,17.36,4.68,5.68,0,Optimal Thermal Comfort,33.36
31.48,59.9,32.71,78.53,35.86,46.32,22.73,1.23,18.63,1,High Heat Stress Risk,36.76
27.26,56.1,30.23,74.29,28.11,36.74,17.73,2.97,18.19,0,Optimal Thermal Comfort,31.62
34.83,37.26,37.63,58.24,36.14,52.48,18.07,2.8,20.98,1,High Heat Stress Risk,39.62
33.67,71.35,37.69,82.14,46.31,71.6,27.75,4.02,10.79,1,High Heat Stress Risk,38.71
26.05,48.59,31.23,61.5,25.98,35.74,14.36,5.18,12.91,0,Optimal Thermal Comfort,31.71
30.69,64.99,35.85,84.1,35.42,63.58,23.34,5.16,19.11,1,High Heat Stress Risk,36.17
29.45,87.93,29.57,99.0,38.1,41.9,27.23,0.12,11.07,1,High Heat Stress Risk,33.47
32.2,50.51,38.85,55.25,34.86,54.64,20.6,6.65,4.74,1,High Heat Stress Risk,38.41
23.33,30.37,28.11,35.51,22.51,27.47,4.94,4.78,5.14,0,Optimal Thermal Comfort,26.94
29.61,58.42,36.99,68.71,31.82,57.24,20.57,7.38,10.29,1,High Heat Stress Risk,36.28
31.02,75.76,36.24,74.58,39.48,58.28,26.22,5.22,-1.18,1,High Heat Stress Risk,37.47
20.32,86.48,27.05,93.9,20.67,31.31,17.99,6.73,7.42,1,High Heat Stress Risk,24.03
22.5,46.63,27.78,63.35,22.02,29.48,10.5,5.28,16.72,0,Optimal Thermal Comfort,26.2
19.25,68.21,26.55,60.27,19.01,27.55,13.24,7.3,-7.94,0,Optimal Thermal Comfort,21.27
25.98,56.18,31.38,76.19,26.1,40.76,16.56,5.4,20.01,0,Optimal Thermal Comfort,29.58
29.73,60.68,33.7,77.59,32.45,49.63,21.3,3.97,16.91,1,High Heat Stress Risk,33.78
32.71,95.05,42.14,99.0,55.05,124.33,31.81,9.43,3.95,1,High Heat Stress Risk,39.13
27.28,43.21,33.53,55.79,27.26,39.32,13.67,6.25,12.58,0,Optimal Thermal Comfort,32.06
33.19,65.17,38.71,73.7,42.02,69.06,25.75,5.52,8.53,1,High Heat Stress Risk,37.99
21.76,67.85,23.02,85.57,21.76,23.61,15.55,1.26,17.72,0,Optimal Thermal Comfort,25.0
20.53,75.57,21.76,91.44,20.61,22.38,16.06,1.23,15.87,1,High Heat Stress Risk,24.17
26.79,63.22,31.66,61.22,28.03,36.64,19.2,4.87,-2.0,0,Optimal Thermal Comfort,31.93
28.46,65.85,32.99,78.76,30.96,47.49,21.44,4.53,12.91,1,High Heat Stress Risk,31.98
26.88,57.1,29.66,64.06,27.74,32.97,17.66,2.78,6.96,0,Optimal Thermal Comfort,31.23
19.14,65.36,23.67,74.49,18.82,24.04,12.48,4.53,9.13,0,Optimal Thermal Comfort,21.65
26.66,57.71,34.52,60.75,27.53,43.99,17.62,7.86,3.04,0,Optimal Thermal Comfort,32.51
22.04,69.77,27.84,91.38,22.12,33.47,16.26,5.8,21.61,0,Optimal Thermal Comfort,26.8
29.54,57.38,31.12,73.68,31.52,39.1,20.21,1.58,16.3,1,High Heat Stress Risk,33.53
28.39,66.71,32.34,69.67,30.95,41.29,21.59,3.95,2.96,1,High Heat Stress Risk,32.67
23.43,61.63,25.78,60.12,23.44,25.98,15.63,2.35,-1.51,0,Optimal Thermal Comfort,26.95
25.05,76.08,28.36,81.68,25.6,33.32,20.53,3.31,5.6,1,High Heat Stress Risk,27.61
22.97,61.36,26.22,73.12,22.92,27.76,15.13,3.25,11.76,0,Optimal Thermal Comfort,27.15
26.76,39.84,29.86,50.14,26.53,30.87,11.96,3.1,10.3,0,Optimal Thermal Comfort,31.03
30.63,77.77,31.94,95.67,38.94,51.53,26.29,1.31,17.9,1,High Heat Stress Risk,36.15
23.25,50.68,27.16,65.1,22.95,28.7,12.44,3.91,14.42,0,Optimal Thermal Comfort,26.5
28.92,53.83,31.83,69.6,30.03,39.77,18.61,2.91,15.77,1,High Heat Stress Risk,33.23
24.99,54.55,22.45,65.51,24.97,22.46,15.18,-2.54,10.96,0,Optimal Thermal Comfort,27.23
23.99,79.18,32.91,77.26,24.51,46.46,20.15,8.92,-1.92,1,High Heat Stress Risk,28.17
26.59,35.3,33.3,42.34,26.23,34.81,9.99,6.71,7.04,0,Optimal Thermal Comfort,30.7
23.07,98.0,26.4,99.0,23.99,29.67,22.74,3.33,1.0,1,High Heat Stress Risk,27.78
24.9,75.2,29.14,83.31,25.41,35.9,20.2,4.24,8.11,1,High Heat Stress Risk,28.75
22.45,64.79,23.95,77.06,22.44,24.41,15.49,1.5,12.27,0,Optimal Thermal Comfort,26.14
34.47,61.31,42.57,67.42,44.1,82.25,25.92,8.1,6.11,1,High Heat Stress Risk,40.57
27.13,65.57,35.7,66.35,28.69,50.75,20.11,8.57,0.78,0,Optimal Thermal Comfort,31.53
24.34,68.51,28.9,76.09,24.62,33.66,18.16,4.56,7.58,0,Optimal Thermal Comfort,28.55
27.81,70.07,34.37,80.88,30.31,54.32,21.84,6.56,10.81,1,High Heat Stress Risk,33.41
26.57,68.95,31.18,72.53,28.09,38.89,20.39,4.61,3.58,0,Optimal Thermal Comfort,30.34
26.16,63.12,27.29,69.85,26.48,29.34,18.58,1.13,6.73,0,Optimal Thermal Comfort,30.86
29.33,59.53,32.59,60.99,31.52,38.83,20.61,3.26,1.46,1,High Heat Stress Risk,33.58
29.88,60.11,34.38,77.0,32.63,52.02,21.29,4.5,16.89,1,High Heat Stress Risk,34.67
24.98,59.56,28.14,65.86,25.09,30.38,16.55,3.16,6.3,0,Optimal Thermal Comfort,29.6
24.81,76.17,28.51,95.57,25.34,36.63,20.32,3.7,19.4,1,High Heat Stress Risk,28.59
25.95,69.42,29.94,89.39,26.41,40.3,19.91,3.99,19.97,0,Optimal Thermal Comfort,30.47
18.25,25.25,22.27,33.14,16.79,21.42,-1.98,4.02,7.89,0,Optimal Thermal Comfort,21.35
21.24,70.2,25.56,71.14,21.25,26.03,15.59,4.32,0.94,0,Optimal Thermal Comfort,25.17
32.19,64.43,33.95,57.29,38.97,40.94,24.61,1.76,-7.14,1,High Heat Stress Risk,35.5
33.25,61.77,35.8,59.23,40.84,47.09,24.9,2.55,-2.54,1,High Heat Stress Risk,37.25
26.05,57.14,27.3,55.34,26.2,28.1,16.9,1.25,-1.8,0,Optimal Thermal Comfort,30.61
29.19,76.05,35.64,94.89,34.39,71.3,24.52,6.45,18.84,1,High Heat Stress Risk,35.31
28.18,73.84,27.54,83.21,31.58,31.39,23.06,-0.64,9.37,1,High Heat Stress Risk,31.63
38.7,52.34,45.55,63.76,52.17,93.76,27.15,6.85,11.42,1,High Heat Stress Risk,45.35
31.25,67.09,38.64,58.93,37.38,56.53,24.4,7.39,-8.16,1,High Heat Stress Risk,37.27
26.51,49.85,30.02,49.37,26.52,30.98,15.18,3.51,-0.48,0,Optimal Thermal Comfort,31.53
23.37,44.75,21.58,59.91,22.93,21.36,10.67,-1.79,15.16,0,Optimal Thermal Comfort,25.09
20.9,54.17,24.26,64.82,20.46,24.43,11.28,3.36,10.65,0,Optimal Thermal Comfort,23.87
27.77,72.78,31.83,80.18,30.57,43.83,22.43,4.06,7.4,1,High Heat Stress Risk,32.3
24.13,73.91,26.0,86.65,24.53,27.91,19.18,1.87,12.74,0,Optimal Thermal Comfort,28.56
21.6,68.41,24.61,89.18,21.6,25.46,15.53,3.01,20.77,0,Optimal Thermal Comfort,27.17
24.54,71.06,32.26,77.91,24.91,44.4,18.94,7.72,6.85,0,Optimal Thermal Comfort,29.21
22.89,68.45,28.62,77.47,23.02,33.22,16.77,5.73,9.02,0,Optimal Thermal Comfort,26.13
33.41,53.98,35.48,63.93,38.41,48.6,22.8,2.07,9.95,1,High Heat Stress Risk,39.03
30.35,67.4,30.88,93.84,35.24,45.75,23.62,0.53,26.44,1,High Heat Stress Risk,35.97
26.97,72.01,30.42,64.76,28.97,34.75,21.48,3.45,-7.25,0,Optimal Thermal Comfort,31.61
32.62,71.43,36.33,85.05,42.86,66.84,26.76,3.71,13.62,1,High Heat Stress Risk,37.39
27.29,76.86,32.64,84.5,30.05,48.96,22.86,5.35,7.64,1,High Heat Stress Risk,32.9
23.73,70.85,26.7,83.6,24.01,29.37,18.12,2.97,12.75,0,Optimal Thermal Comfort,28.23
32.79,66.39,38.16,69.96,41.35,63.2,25.68,5.37,3.57,1,High Heat Stress Risk,37.74
29.05,75.38,37.7,83.51,33.9,72.94,24.24,8.65,8.13,1,High Heat Stress Risk,34.99
23.06,61.67,29.13,75.5,23.03,34.12,15.29,6.07,13.83,0,Optimal Thermal Comfort,28.18
26.28,50.98,30.37,82.82,26.29,39.71,15.32,4.09,31.84,0,Optimal Thermal Comfort,31.72
23.67,59.96,27.45,74.52,23.66,30.13,15.43,3.78,14.56,0,Optimal Thermal Comfort,27.74
21.75,52.69,25.13,54.83,21.36,25.13,11.65,3.38,2.14,0,Optimal Thermal Comfort,25.25
30.52,53.56,37.43,58.88,32.5,52.2,20.01,6.91,5.32,1,High Heat Stress Risk,37.05
34.26,60.19,37.01,65.29,42.99,54.92,25.41,2.75,5.1,1,High Heat Stress Risk,38.9
21.69,52.09,25.99,47.13,21.27,25.88,11.42,4.3,-4.96,0,Optimal Thermal Comfort,25.92
29.14,58.15,33.46,64.17,30.98,42.39,20.06,4.32,6.02,1,High Heat Stress Risk,33.13
24.53,38.33,27.57,52.33,24.04,28.17,9.39,3.04,14.0,0,Optimal Thermal Comfort,29.46
25.15,64.67,26.19,63.61,25.41,26.53,18.01,1.04,-1.06,0,Optimal Thermal Comfort,28.88
24.75,62.02,29.69,78.38,24.9,36.31,16.97,4.94,16.36,0,Optimal Thermal Comfort,30.15
23.72,51.79,27.78,63.94,23.5,29.55,13.21,4.06,12.15,0,Optimal Thermal Comfort,28.26
27.18,70.24,32.53,73.23,29.19,43.33,21.28,5.35,2.99,0,Optimal Thermal Comfort,31.14
23.84,73.72,26.82,81.16,24.2,29.44,18.86,2.98,7.44,0,Optimal Thermal Comfort,28.93
